area;ciudad;conglomerado;panelm;vivienda;hogar;c01;c02;c03;c04a;c07;c08a;c09;c10;c11;c12;c13;c14;c18;c19;c20a;c21a;estrato;fexp;upm;id_vivienda;id_hogar;periodo
1;070150;028701;052;01;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;57,0452643320401;070150028701;07015002870105201;070150028701052011;202601
1;070150;028701;052;02;1;3;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;57,0452643320401;070150028701;07015002870105202;070150028701052021;202601
1;070150;028701;052;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;57,0452643320401;070150028701;07015002870105203;070150028701052031;202601
1;070150;028701;052;04;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;57,0452643320401;070150028701;07015002870105204;070150028701052041;202601
1;070150;028701;052;05;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;57,0452643320401;070150028701;07015002870105205;070150028701052051;202601
1;070150;028701;052;06;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;57,0452643320401;070150028701;07015002870105206;070150028701052061;202601
1;070150;028701;052;08;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;57,0452643320401;070150028701;07015002870105208;070150028701052081;202601
1;070150;028803;074;01;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;2813;71,8734577462733;070150028803;07015002880307401;070150028803074011;202601
1;070150;028803;074;02;1;3;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2813;71,8734577462733;070150028803;07015002880307402;070150028803074021;202601
1;070150;028803;074;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;71,8734577462733;070150028803;07015002880307403;070150028803074031;202601
1;070150;028803;074;04;1;2;1;1;2;2;2;2;2;2;2;2;2;3;2;3;2;2813;71,8734577462733;070150028803;07015002880307404;070150028803074041;202601
1;070150;028803;074;05;1;3;2;1;2;2;2;2;2;2;2;2;2;3;2;3;2;2813;71,8734577462733;070150028803;07015002880307405;070150028803074051;202601
1;070150;028803;074;06;1;3;2;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2813;71,8734577462733;070150028803;07015002880307406;070150028803074061;202601
1;070150;028803;074;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;71,8734577462733;070150028803;07015002880307407;070150028803074071;202601
1;070150;029504;062;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;19,6454569461415;070150029504;07015002950406201;070150029504062011;202601
1;070150;029504;062;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;19,6454569461415;070150029504;07015002950406202;070150029504062021;202601
1;070150;029504;062;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;19,6454569461415;070150029504;07015002950406203;070150029504062031;202601
1;070150;029504;062;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;19,6454569461415;070150029504;07015002950406204;070150029504062041;202601
1;070150;029504;062;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;19,6454569461415;070150029504;07015002950406205;070150029504062051;202601
1;070150;029504;062;06;1;2;2;2;2;2;2;2;2;1;3;2;2;2;2;2;2;2811;19,6454569461415;070150029504;07015002950406206;070150029504062061;202601
1;070150;029504;062;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;19,6454569461415;070150029504;07015002950406207;070150029504062071;202601
1;070150;030002;077;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;29,8936076947412;070150030002;07015003000207701;070150030002077011;202601
1;070150;030002;077;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;29,8936076947412;070150030002;07015003000207702;070150030002077021;202601
1;070150;030002;077;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;29,8936076947412;070150030002;07015003000207703;070150030002077031;202601
1;070150;030002;077;04;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2813;29,8936076947412;070150030002;07015003000207704;070150030002077041;202601
1;070150;030002;077;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;29,8936076947412;070150030002;07015003000207705;070150030002077051;202601
1;070150;030002;077;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;29,8936076947412;070150030002;07015003000207706;070150030002077061;202601
1;070150;030002;077;09;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;29,8936076947412;070150030002;07015003000207709;070150030002077091;202601
1;070150;030004;062;01;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2813;53,1879261938862;070150030004;07015003000406201;070150030004062011;202601
1;070150;030004;062;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;53,1879261938862;070150030004;07015003000406202;070150030004062021;202601
1;070150;030004;062;03;1;3;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2813;53,1879261938862;070150030004;07015003000406203;070150030004062031;202601
1;070150;030004;062;04;1;2;1;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2813;53,1879261938862;070150030004;07015003000406204;070150030004062041;202601
1;070150;030004;062;05;1;2;1;1;2;2;2;2;2;2;2;2;2;3;2;3;2;2813;53,1879261938862;070150030004;07015003000406205;070150030004062051;202601
1;070150;030004;062;06;1;2;1;1;2;2;2;2;2;2;2;2;2;3;2;3;2;2813;53,1879261938862;070150030004;07015003000406206;070150030004062061;202601
1;070150;030004;062;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;53,1879261938862;070150030004;07015003000406207;070150030004062071;202601
1;070150;031305;077;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;202,979715826288;070150031305;07015003130507701;070150031305077011;202601
1;070150;031305;077;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;202,979715826288;070150031305;07015003130507703;070150031305077031;202601
1;070150;031305;077;06;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2813;202,979715826288;070150031305;07015003130507706;070150031305077061;202601
1;070150;031305;077;09;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2813;202,979715826288;070150031305;07015003130507709;070150031305077091;202601
1;070150;031601;074;01;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;64,3265283612323;070150031601;07015003160107401;070150031601074011;202601
1;070150;031601;074;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;64,3265283612323;070150031601;07015003160107402;070150031601074021;202601
1;070150;031601;074;03;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2812;64,3265283612323;070150031601;07015003160107403;070150031601074031;202601
1;070150;031601;074;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;64,3265283612323;070150031601;07015003160107404;070150031601074041;202601
1;070150;031601;074;05;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2812;64,3265283612323;070150031601;07015003160107405;070150031601074051;202601
1;070150;031601;074;06;1;2;2;2;2;2;2;3;3;3;2;2;2;3;2;3;2;2812;64,3265283612323;070150031601;07015003160107406;070150031601074061;202601
1;070150;031601;074;07;1;3;2;2;2;1;2;1;3;2;2;2;2;2;2;3;3;2812;64,3265283612323;070150031601;07015003160107407;070150031601074071;202601
1;070150;031604;052;01;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;108,184215951944;070150031604;07015003160405201;070150031604052011;202601
1;070150;031604;052;02;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2812;108,184215951944;070150031604;07015003160405202;070150031604052021;202601
1;070150;031604;052;03;1;3;2;1;2;2;1;2;3;2;2;1;2;1;2;3;2;2812;108,184215951944;070150031604;07015003160405203;070150031604052031;202601
1;070150;031604;052;04;1;3;1;2;1;2;1;2;3;3;3;3;3;2;1;3;3;2812;108,184215951944;070150031604;07015003160405204;070150031604052041;202601
1;070150;031604;052;05;1;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2812;108,184215951944;070150031604;07015003160405205;070150031604052051;202601
1;070150;031604;052;06;1;2;2;2;2;3;2;3;2;3;2;2;2;3;2;3;2;2812;108,184215951944;070150031604;07015003160405206;070150031604052061;202601
1;070150;031604;052;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;108,184215951944;070150031604;07015003160405207;070150031604052071;202601
1;070150;032204;077;02;1;3;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;2813;17,3163912122887;070150032204;07015003220407702;070150032204077021;202601
1;070150;032204;077;05;1;3;3;2;1;2;1;2;2;2;1;2;2;3;2;3;3;2813;17,3163912122887;070150032204;07015003220407705;070150032204077051;202601
1;070150;032204;077;07;1;3;3;3;2;2;2;2;2;2;2;2;2;3;2;3;3;2813;17,3163912122887;070150032204;07015003220407707;070150032204077071;202601
1;070150;032204;077;08;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;17,3163912122887;070150032204;07015003220407708;070150032204077081;202601
1;070150;032204;077;09;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2813;17,3163912122887;070150032204;07015003220407709;070150032204077091;202601
1;070150;032204;077;10;1;2;2;3;2;1;2;2;2;2;2;2;2;3;2;3;2;2813;17,3163912122887;070150032204;07015003220407710;070150032204077101;202601
1;070150;032302;077;01;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2813;116,296750487474;070150032302;07015003230207701;070150032302077011;202601
1;070150;032302;077;02;1;3;2;1;2;2;2;2;2;2;2;2;2;3;2;3;2;2813;116,296750487474;070150032302;07015003230207702;070150032302077021;202601
1;070150;032302;077;03;1;3;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2813;116,296750487474;070150032302;07015003230207703;070150032302077031;202601
1;070150;032302;077;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;116,296750487474;070150032302;07015003230207706;070150032302077061;202601
1;070150;032302;077;07;1;3;2;1;2;2;2;2;2;2;2;2;2;3;2;3;2;2813;116,296750487474;070150032302;07015003230207707;070150032302077071;202601
1;070150;032302;077;08;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2813;116,296750487474;070150032302;07015003230207708;070150032302077081;202601
1;070150;032302;077;10;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2813;116,296750487474;070150032302;07015003230207710;070150032302077101;202601
1;070150;032502;077;01;1;2;2;3;2;3;2;3;2;2;2;2;2;2;2;3;2;2812;32,145004349309;070150032502;07015003250207701;070150032502077011;202601
1;070150;032502;077;02;1;2;2;3;2;3;2;2;2;3;2;2;2;2;2;2;2;2812;32,145004349309;070150032502;07015003250207702;070150032502077021;202601
1;070150;032502;077;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;32,145004349309;070150032502;07015003250207703;070150032502077031;202601
1;070150;032502;077;06;1;3;3;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;32,145004349309;070150032502;07015003250207706;070150032502077061;202601
1;070150;032502;077;07;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;32,145004349309;070150032502;07015003250207707;070150032502077071;202601
1;070150;032502;077;09;1;3;3;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;32,145004349309;070150032502;07015003250207709;070150032502077091;202601
1;070150;032502;077;10;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;32,145004349309;070150032502;07015003250207710;070150032502077101;202601
1;070150;032603;052;01;1;2;2;1;2;2;3;3;3;3;3;3;3;3;3;3;3;2811;49,7846751123496;070150032603;07015003260305201;070150032603052011;202601
1;070150;032603;052;02;1;3;3;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2811;49,7846751123496;070150032603;07015003260305202;070150032603052021;202601
1;070150;032603;052;04;1;2;2;1;2;2;2;2;2;3;3;3;3;2;2;2;2;2811;49,7846751123496;070150032603;07015003260305204;070150032603052041;202601
1;070150;032603;052;05;1;2;2;1;2;2;2;3;3;3;3;2;2;2;2;2;2;2811;49,7846751123496;070150032603;07015003260305205;070150032603052051;202601
1;070150;032603;052;06;1;2;2;1;2;2;2;3;3;3;3;3;3;3;3;3;3;2811;49,7846751123496;070150032603;07015003260305206;070150032603052061;202601
1;070150;032603;052;07;1;2;2;2;2;2;2;2;3;3;2;3;3;3;3;3;3;2811;49,7846751123496;070150032603;07015003260305207;070150032603052071;202601
1;070150;032603;052;08;1;2;2;2;2;2;2;3;3;3;3;3;3;2;2;3;3;2811;49,7846751123496;070150032603;07015003260305208;070150032603052081;202601
1;070150;032702;052;01;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;2813;54,9385429989253;070150032702;07015003270205201;070150032702052011;202601
1;070150;032702;052;02;1;2;2;2;2;2;2;3;3;3;2;2;2;2;2;2;2;2813;54,9385429989253;070150032702;07015003270205202;070150032702052021;202601
1;070150;032702;052;03;1;2;2;2;2;2;2;3;2;3;2;2;2;3;2;3;2;2813;54,9385429989253;070150032702;07015003270205203;070150032702052031;202601
1;070150;032702;052;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;54,9385429989253;070150032702;07015003270205204;070150032702052041;202601
1;070150;032702;052;05;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2813;54,9385429989253;070150032702;07015003270205205;070150032702052051;202601
1;070150;032702;052;06;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2813;54,9385429989253;070150032702;07015003270205206;070150032702052061;202601
1;070150;032702;052;07;1;3;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2813;54,9385429989253;070150032702;07015003270205207;070150032702052071;202601
1;070150;032901;077;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;46,0183420486672;070150032901;07015003290107702;070150032901077021;202601
1;070150;032901;077;03;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;2812;46,0183420486672;070150032901;07015003290107703;070150032901077031;202601
1;070150;032901;077;04;1;3;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2812;46,0183420486672;070150032901;07015003290107704;070150032901077041;202601
1;070150;032901;077;06;1;3;3;2;2;2;2;2;2;2;2;2;1;3;2;2;2;2812;46,0183420486672;070150032901;07015003290107706;070150032901077061;202601
1;070150;032901;077;07;1;3;2;1;2;2;2;2;2;2;2;2;2;3;2;3;2;2812;46,0183420486672;070150032901;07015003290107707;070150032901077071;202601
1;070150;032901;077;08;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2812;46,0183420486672;070150032901;07015003290107708;070150032901077081;202601
1;070150;032901;077;09;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;46,0183420486672;070150032901;07015003290107709;070150032901077091;202601
1;070150;033001;052;01;1;2;1;1;2;2;2;2;2;2;2;2;2;3;2;3;3;2812;160,335283249642;070150033001;07015003300105201;070150033001052011;202601
1;070150;033001;052;02;1;3;2;2;3;2;2;2;2;2;2;2;2;3;2;3;3;2812;160,335283249642;070150033001;07015003300105202;070150033001052021;202601
1;070150;033001;052;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;160,335283249642;070150033001;07015003300105203;070150033001052031;202601
1;070150;033001;052;04;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2812;160,335283249642;070150033001;07015003300105204;070150033001052041;202601
1;070150;033001;052;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;160,335283249642;070150033001;07015003300105205;070150033001052051;202601
1;070150;033001;052;06;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;160,335283249642;070150033001;07015003300105206;070150033001052061;202601
1;070150;033001;052;07;1;2;2;2;1;2;1;2;2;2;2;2;2;3;2;3;2;2812;160,335283249642;070150033001;07015003300105207;070150033001052071;202601
1;070150;033002;074;01;1;2;2;1;2;2;2;2;2;2;2;2;2;3;2;3;2;2812;261,865415359882;070150033002;07015003300207401;070150033002074011;202601
1;070150;033002;074;02;1;3;3;1;2;1;2;2;2;2;2;2;2;3;2;3;2;2812;261,865415359882;070150033002;07015003300207402;070150033002074021;202601
1;070150;033002;074;03;1;2;2;1;2;2;2;2;2;2;2;2;2;3;2;3;2;2812;261,865415359882;070150033002;07015003300207403;070150033002074031;202601
1;070150;033002;074;04;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2812;261,865415359882;070150033002;07015003300207404;070150033002074041;202601
1;070150;033002;074;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2812;261,865415359882;070150033002;07015003300207405;070150033002074051;202601
1;070150;033002;074;06;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2812;261,865415359882;070150033002;07015003300207406;070150033002074061;202601
1;070150;033002;074;07;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2812;261,865415359882;070150033002;07015003300207407;070150033002074071;202601
1;070150;033003;077;01;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;68,719201096446;070150033003;07015003300307701;070150033003077011;202601
1;070150;033003;077;02;1;3;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2812;68,719201096446;070150033003;07015003300307702;070150033003077021;202601
1;070150;033003;077;03;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2812;68,719201096446;070150033003;07015003300307703;070150033003077031;202601
1;070150;033003;077;04;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2812;68,719201096446;070150033003;07015003300307704;070150033003077041;202601
1;070150;033003;077;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;68,719201096446;070150033003;07015003300307705;070150033003077051;202601
1;070150;033003;077;09;1;3;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2812;68,719201096446;070150033003;07015003300307709;070150033003077091;202601
1;070150;033003;077;10;1;3;2;1;2;1;2;2;2;2;2;2;2;3;2;3;2;2812;68,719201096446;070150033003;07015003300307710;070150033003077101;202601
1;070150;033603;052;01;1;3;2;3;2;2;2;2;2;2;2;2;2;3;3;3;3;2813;55,1760520826991;070150033603;07015003360305201;070150033603052011;202601
1;070150;033603;052;02;1;3;2;2;2;2;2;2;2;2;2;2;1;3;2;2;2;2813;55,1760520826991;070150033603;07015003360305202;070150033603052021;202601
1;070150;033603;052;03;1;3;3;1;2;2;1;2;2;2;2;2;2;3;3;3;3;2813;55,1760520826991;070150033603;07015003360305203;070150033603052031;202601
1;070150;033603;052;04;1;3;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2813;55,1760520826991;070150033603;07015003360305204;070150033603052041;202601
1;070150;033603;052;05;1;2;2;2;2;2;3;3;3;3;3;3;3;3;1;3;3;2813;55,1760520826991;070150033603;07015003360305205;070150033603052051;202601
1;070150;033603;052;06;1;2;2;1;2;2;2;3;3;3;3;3;3;3;3;3;3;2813;55,1760520826991;070150033603;07015003360305206;070150033603052061;202601
1;070150;033603;052;07;1;3;3;2;2;3;2;3;2;3;2;2;2;3;3;3;3;2813;55,1760520826991;070150033603;07015003360305207;070150033603052071;202601
1;070150;034501;062;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;97,308976655208;070150034501;07015003450106201;070150034501062011;202601
1;070150;034501;062;02;1;3;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2813;97,308976655208;070150034501;07015003450106202;070150034501062021;202601
1;070150;034501;062;03;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2813;97,308976655208;070150034501;07015003450106203;070150034501062031;202601
1;070150;034501;062;04;1;3;3;2;2;1;2;2;2;2;1;2;2;2;3;3;3;2813;97,308976655208;070150034501;07015003450106204;070150034501062041;202601
1;070150;034501;062;05;1;3;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2813;97,308976655208;070150034501;07015003450106205;070150034501062051;202601
1;070150;034501;062;06;1;3;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;2813;97,308976655208;070150034501;07015003450106206;070150034501062061;202601
1;070150;034501;062;07;1;3;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2813;97,308976655208;070150034501;07015003450106207;070150034501062071;202601
1;070150;034703;052;01;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;101,253289564615;070150034703;07015003470305201;070150034703052011;202601
1;070150;034703;052;02;1;3;3;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;101,253289564615;070150034703;07015003470305202;070150034703052021;202601
1;070150;034703;052;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;101,253289564615;070150034703;07015003470305203;070150034703052031;202601
1;070150;034703;052;04;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2812;101,253289564615;070150034703;07015003470305204;070150034703052041;202601
1;070150;034703;052;05;1;2;2;1;2;1;2;1;2;2;2;2;2;3;3;3;3;2812;101,253289564615;070150034703;07015003470305205;070150034703052051;202601
1;070150;034703;052;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;101,253289564615;070150034703;07015003470305206;070150034703052061;202601
1;070150;034703;052;07;1;3;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;2812;101,253289564615;070150034703;07015003470305207;070150034703052071;202601
1;070150;035501;077;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;121,660375609592;070150035501;07015003550107701;070150035501077011;202601
1;070150;035501;077;02;1;3;3;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2813;121,660375609592;070150035501;07015003550107702;070150035501077021;202601
1;070150;035501;077;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;121,660375609592;070150035501;07015003550107703;070150035501077031;202601
1;070150;035501;077;04;1;3;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2813;121,660375609592;070150035501;07015003550107704;070150035501077041;202601
1;070150;035501;077;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;121,660375609592;070150035501;07015003550107705;070150035501077051;202601
1;070150;035501;077;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;121,660375609592;070150035501;07015003550107706;070150035501077061;202601
1;070150;035501;077;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2813;121,660375609592;070150035501;07015003550107707;070150035501077071;202601
1;070150;036401;074;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;55,2799541970545;070150036401;07015003640107401;070150036401074011;202601
1;070150;036401;074;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;55,2799541970545;070150036401;07015003640107402;070150036401074021;202601
1;070150;036401;074;03;1;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2811;55,2799541970545;070150036401;07015003640107403;070150036401074031;202601
1;070150;036401;074;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;55,2799541970545;070150036401;07015003640107404;070150036401074041;202601
1;070150;036401;074;05;1;2;2;2;2;2;3;2;3;2;3;2;3;2;3;3;3;2811;55,2799541970545;070150036401;07015003640107405;070150036401074051;202601
1;070150;036401;074;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;55,2799541970545;070150036401;07015003640107406;070150036401074061;202601
1;070150;036401;074;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;55,2799541970545;070150036401;07015003640107407;070150036401074071;202601
1;070150;036503;062;01;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;42,7928705606685;070150036503;07015003650306201;070150036503062011;202601
1;070150;036503;062;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;42,7928705606685;070150036503;07015003650306202;070150036503062021;202601
1;070150;036503;062;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;42,7928705606685;070150036503;07015003650306203;070150036503062031;202601
1;070150;036503;062;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;42,7928705606685;070150036503;07015003650306204;070150036503062041;202601
1;070150;036503;062;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;42,7928705606685;070150036503;07015003650306205;070150036503062051;202601
1;070150;036503;062;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;42,7928705606685;070150036503;07015003650306206;070150036503062061;202601
1;070150;036503;062;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;42,7928705606685;070150036503;07015003650306207;070150036503062071;202601
1;070150;039004;062;01;1;2;2;2;2;2;2;3;3;2;2;3;3;2;2;2;2;2812;78,3363032771925;070150039004;07015003900406201;070150039004062011;202601
1;070150;039004;062;02;1;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2812;78,3363032771925;070150039004;07015003900406202;070150039004062021;202601
1;070150;039004;062;04;1;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;2;2812;78,3363032771925;070150039004;07015003900406204;070150039004062041;202601
1;070150;039004;062;05;1;2;2;1;2;2;2;3;3;3;3;3;3;3;3;3;3;2812;78,3363032771925;070150039004;07015003900406205;070150039004062051;202601
1;070150;039004;062;06;1;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;2812;78,3363032771925;070150039004;07015003900406206;070150039004062061;202601
1;070150;039004;062;07;1;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;2812;78,3363032771925;070150039004;07015003900406207;070150039004062071;202601
1;070150;039004;062;10;1;3;3;1;2;2;2;3;3;3;3;3;3;3;3;3;3;2812;78,3363032771925;070150039004;07015003900406210;070150039004062101;202601
1;070150;039202;052;01;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;48,0934414974677;070150039202;07015003920205201;070150039202052011;202601
1;070150;039202;052;02;1;3;3;3;2;3;2;3;2;3;2;2;2;3;3;3;3;2812;48,0934414974677;070150039202;07015003920205202;070150039202052021;202601
1;070150;039202;052;03;1;3;1;1;2;2;1;2;3;2;1;2;1;2;2;3;2;2812;48,0934414974677;070150039202;07015003920205203;070150039202052031;202601
1;070150;039202;052;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2812;48,0934414974677;070150039202;07015003920205204;070150039202052041;202601
1;070150;039202;052;05;1;3;2;1;2;2;2;1;2;2;1;2;1;3;2;3;3;2812;48,0934414974677;070150039202;07015003920205205;070150039202052051;202601
1;070150;039202;052;06;1;3;3;3;2;3;2;3;2;2;2;2;2;3;2;3;2;2812;48,0934414974677;070150039202;07015003920205206;070150039202052061;202601
1;070150;039202;052;07;1;3;3;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;48,0934414974677;070150039202;07015003920205207;070150039202052071;202601
1;070150;041404;062;01;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2811;21,0195760338865;070150041404;07015004140406201;070150041404062011;202601
1;070150;041404;062;02;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2811;21,0195760338865;070150041404;07015004140406202;070150041404062021;202601
1;070150;041404;062;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;21,0195760338865;070150041404;07015004140406203;070150041404062031;202601
1;070150;041404;062;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;21,0195760338865;070150041404;07015004140406204;070150041404062041;202601
1;070150;041404;062;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2811;21,0195760338865;070150041404;07015004140406205;070150041404062051;202601
